                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        7184      1.5000000000000000E+001      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31                               32                               33                               34                               35                               36                               37                               38                               39                               40                               41                               42                               43                               44                               45                               46                               47                               48                               49                               50                               51                               52                               53                               54                               55                               56                               57                               58                               59                               60 
                    model_number                         star_age                        star_mass                           log_dt                       log_xmstar                     log_abs_mdot                        num_zones                   mass_conv_core                     conv_mx1_top                     conv_mx1_bot                     conv_mx2_top                     conv_mx2_bot                          mx1_top                          mx1_bot                          mx2_top                          mx2_bot                       epsnuc_M_1                       epsnuc_M_2                       epsnuc_M_3                       epsnuc_M_4                       epsnuc_M_5                       epsnuc_M_6                       epsnuc_M_7                       epsnuc_M_8                     he_core_mass                      c_core_mass                      o_core_mass                     si_core_mass                     fe_core_mass           neutron_rich_core_mass                           log_LH                          log_LHe                           log_LZ                         log_Lnuc                         log_Teff                       luminosity                            log_L                            log_R                            log_g                          gravity                     log_center_T                   log_center_Rho                     log_center_P                        center_mu                        center_ye                      center_abar                        center_h1                       center_he4                       center_c12                       center_o16                      surface_c12                      surface_o16                    total_mass_h1                   total_mass_he4                               pp                              cno                         tri_alfa                v_div_csound_surf                      num_retries                      num_backups 
                             175          6.0274729689379046E+002          1.5000000000000000E+001          1.0279205075222275E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              489          0.0000000000000000E+000          9.9999025470745628E-001          3.1225707306762631E-002          0.0000000000000000E+000          0.0000000000000000E+000          9.9999025470745628E-001          3.1225707306762631E-002          0.0000000000000000E+000          0.0000000000000000E+000         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -1.6718427653413318E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.6718427653413318E+001          3.6189925565409120E+000          8.7646140281036551E+003          3.9427327955974572E+000          2.2566401211695308E+000          1.1007003701297444E+000          1.2609572706506588E+001          5.7597352284162353E+000         -4.5650991375086623E+000          9.3745787634712929E+000          6.2066593766212463E-001          8.5000496627254207E-001          1.2966439685554807E+000          7.0000000000000007E-001          2.7997020236474890E-001          3.4416106108120272E-003          9.3604466091399760E-003          3.4416106108120211E-003          9.3604466091399760E-003          1.0500000000000014E+001          4.1995530354712329E+000         -1.6718427653413318E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -3.2661369354118847E-004                                0                                0 
                             180          6.5844623730187163E+002          1.5000000000000000E+001          1.0591232568185718E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              494          0.0000000000000000E+000          9.9999077386265434E-001          5.0412152218080528E-002          0.0000000000000000E+000          0.0000000000000000E+000          9.9999077386265434E-001          5.0412152218080528E-002          0.0000000000000000E+000          0.0000000000000000E+000         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -1.6514920029946996E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.6514920029946996E+001          3.6207767030212565E+000          8.4080085169723989E+003          3.9246931429431449E+000          2.2440520018816854E+000          1.1258766087054353E+000          1.3362158183666748E+001          5.7716872526633445E+000         -4.5255229395990870E+000          9.4256835840703452E+000          6.2066980451345444E-001          8.5000496627254207E-001          1.2966439685554807E+000          7.0000000000000007E-001          2.7997020236474890E-001          3.4416106108120272E-003          9.3604466091399760E-003          3.4416106108120211E-003          9.3604466091399760E-003          1.0500000000000014E+001          4.1995530354712329E+000         -1.6514920029946996E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -2.9443923123682468E-004                                0                                0 
                             185          7.1834370830551654E+002          1.5000000000000000E+001          1.0911911604558626E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              499          0.0000000000000000E+000          9.9999206927628581E-001          7.1877613091280476E-002          0.0000000000000000E+000          0.0000000000000000E+000          9.9999206927628581E-001          7.1877613091280476E-002          0.0000000000000000E+000          0.0000000000000000E+000         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -1.6313615974446972E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.6313615974446972E+001          3.6225585264869875E+000          8.0661559689078713E+003          3.9066666153632870E+000          2.2314750911602945E+000          1.1510304301482173E+000          1.4158929852791918E+001          5.7835071483216760E+000         -4.4853163328792176E+000          9.4771780783758413E+000          6.2067673355340969E-001          8.5000496627254207E-001          1.2966439685554807E+000          7.0000000000000007E-001          2.7997020236474890E-001          3.4416106108120272E-003          9.3604466091399760E-003          3.4416106108120211E-003          9.3604466091399760E-003          1.0500000000000014E+001          4.1995530354712329E+000         -1.6313615974446972E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -2.6511044039916705E-004                                0                                0 
                             190          7.8252630468158384E+002          1.5000000000000000E+001          1.1214858651426260E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              495          0.0000000000000000E+000          9.9999284058599192E-001          9.5482304487479006E-002          0.0000000000000000E+000          0.0000000000000000E+000          9.9999284058599192E-001          9.5482304487479006E-002          0.0000000000000000E+000          0.0000000000000000E+000         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -1.6115247651838430E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.6115247651838430E+001          3.6242907759604854E+000          7.7373159390726596E+003          3.8885903308364629E+000          2.2189724499498871E+000          1.1760357125690324E+000          1.4998081615001942E+001          5.7951789088995369E+000         -4.4445926777007463E+000          9.5289317793394446E+000          6.2065741419792175E-001          8.5000496627254207E-001          1.2966439685554807E+000          7.0000000000000007E-001          2.7997020236474890E-001          3.4416106108120272E-003          9.3604466091399760E-003          3.4416106108120211E-003          9.3604466091399760E-003          1.0500000000000014E+001          4.1995530354712329E+000         -1.6115247651838430E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -2.3830404601329842E-004                                0                                0 
                             195          8.5171500544802620E+002          1.5000000000000000E+001          1.1538684884375845E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              500          0.0000000000000000E+000          9.9999335479246276E-001          1.2089483034994218E-001          0.0000000000000000E+000          0.0000000000000000E+000          9.9999335479246276E-001          1.2089483034994218E-001          0.0000000000000000E+000          0.0000000000000000E+000         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -1.5918549141686162E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.5918549141686162E+001          3.6260794345105061E+000          7.4261775860781590E+003          3.8707653305259653E+000          2.2064826326945965E+000          1.2010153470796130E+000          1.5886028855859346E+001          5.8067982615758567E+000         -4.4030843784474092E+000          9.5813214703570146E+000          6.2062379717826843E-001          8.5000496627254207E-001          1.2966439685554807E+000          7.0000000000000007E-001          2.7997020236474890E-001          3.4416106108120272E-003          9.3604466091399760E-003          3.4416106108120211E-003          9.3604466091399760E-003          1.0500000000000014E+001          4.1995530354712329E+000         -1.5918549141686162E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -2.1399304116414392E-004                                0                                0 
                             200          9.2624106278723752E+002          1.5000000000000000E+001          1.1860114049027803E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              500          0.0000000000000000E+000          9.9999386899893350E-001          1.4750924610553265E-001          0.0000000000000000E+000          0.0000000000000000E+000          9.9999386899893350E-001          1.4750924610553265E-001          0.0000000000000000E+000          0.0000000000000000E+000         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -1.5723589621948673E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.5723589621948673E+001          3.6278203248598011E+000          7.1259543314651837E+003          3.8528430347345837E+000          2.1940397041003159E+000          1.2259012042681747E+000          1.6822913205224523E+001          5.8183807798412399E+000         -4.3608126617819911E+000          9.6343589370543050E+000          6.2059672921895981E-001          8.5000496627254207E-001          1.2966439685554807E+000          7.0000000000000007E-001          2.7997020236474890E-001          3.4416106108120272E-003          9.3604466091399760E-003          3.4416106108120211E-003          9.3604466091399760E-003          1.0500000000000014E+001          4.1995530354712329E+000         -1.5723589621948673E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.9171210488736021E-004                                0                                0 
                             205          1.0062941945862392E+003          1.5000000000000000E+001          1.2171429538002407E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              505          0.0000000000000000E+000          9.9999464030863960E-001          1.7533977386886976E-001          0.0000000000000000E+000          0.0000000000000000E+000          9.9999464030863960E-001          1.7533977386886976E-001          0.0000000000000000E+000          0.0000000000000000E+000         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -1.5530773683669322E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.5530773683669322E+001          3.6296017898883179E+000          6.8436667479631778E+003          3.8352888534341680E+000          2.1816996833930746E+000          1.2505812456826571E+000          1.7806609950264093E+001          5.8299198220839559E+000         -4.3178809388532207E+000          9.6879373178790935E+000          6.2056484073400486E-001          8.5000496627254207E-001          1.2966439685554807E+000          7.0000000000000007E-001          2.7997020236474890E-001          3.4416106108120272E-003          9.3604466091399760E-003          3.4416106108120211E-003          9.3604466091399760E-003          1.0500000000000014E+001          4.1995530354712329E+000         -1.5530773683669322E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.7168303365792422E-004                                0                                0 
                             210          1.0926051215038769E+003          1.5000000000000000E+001          1.2503810821515915E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              514          0.0000000000000000E+000          9.9999489741187508E-001          2.0461997566149626E-001          0.0000000000000000E+000          0.0000000000000000E+000          9.9999489741187508E-001          2.0461997566149626E-001          0.0000000000000000E+000          0.0000000000000000E+000         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -1.5339143954740976E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.5339143954740976E+001          3.6313638620776585E+000          6.5739241453032027E+003          3.8178246885703229E+000          2.1694434565824712E+000          1.2750936993038637E+000          1.8840555317928001E+001          5.8414843893405592E+000         -4.2741006037802611E+000          9.7423165446690749E+000          6.2052621692419052E-001          8.5000496627254207E-001          1.2966439685554807E+000          7.0000000000000007E-001          2.7997020236474890E-001          3.4416106108120272E-003          9.3604466091399760E-003          3.4416106108120211E-003          9.3604466091399760E-003          1.0500000000000009E+001          4.1995530354712329E+000         -1.5339143954740976E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.5331926187194214E-004                                0                                0 
                             215          1.1856080587705546E+003          1.5000000000000000E+001          1.2834539657130355E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              510          0.0000000000000000E+000          9.9999541161834593E-001          2.3476155538332882E-001          0.0000000000000000E+000          0.0000000000000000E+000          9.9999541161834593E-001          2.3476155538332882E-001          0.0000000000000000E+000          0.0000000000000000E+000         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -1.5148496300646421E+001         -9.8999999999999986E+001         -3.1006089553390062E+001         -1.5148496300646421E+001          3.6330451434644524E+000          6.3135474448576615E+003          3.8002734484391603E+000          2.1573052737433023E+000          1.2993700649822015E+000          1.9923703268094187E+001          5.8530944570986430E+000         -4.2294789408417381E+000          9.7975287827849495E+000          6.2049008905887604E-001          8.5000496627254207E-001          1.2966439685554807E+000          7.0000000000000007E-001          2.7997020236474890E-001          3.4416106108120272E-003          9.3604466091399760E-003          3.4416106108120211E-003          9.3604466091399760E-003          1.0500000000000009E+001          4.1995530354712329E+000         -1.5148496300646421E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.3652634656823447E-004                                0                                0 
                             220          1.2862729135179247E+003          1.5000000000000000E+001          1.3175103169076534E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              512          0.0000000000000000E+000          9.9999592582481667E-001          2.6622738761739040E-001          0.0000000000000000E+000          0.0000000000000000E+000          9.9999592582481667E-001          2.6622738761739040E-001          0.0000000000000000E+000          0.0000000000000000E+000         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -1.4957706424247803E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.4957706424247803E+001          3.6348272348434509E+000          6.0715868730248112E+003          3.7833022133370982E+000          2.1452554734342728E+000          1.3234696656002605E+000          2.1060547911145445E+001          5.8648312140143908E+000         -4.1837922378854095E+000          9.8538843588100455E+000          6.2045935541391373E-001          8.5000496627254207E-001          1.2966439685554807E+000          7.0000000000000007E-001          2.7997020236474890E-001          3.4416106108120272E-003          9.3604466091399760E-003          3.4416106108120211E-003          9.3604466091399760E-003          1.0500000000000009E+001          4.1995530354712329E+000         -1.4957706424247803E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.2146039375916451E-004                                0                                0 
                             225          1.3952154711124040E+003          1.5000000000000000E+001          1.3512432934668894E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              515          0.0000000000000000E+000          9.9999618046070327E-001          2.9871241120486769E-001          0.0000000000000000E+000          0.0000000000000000E+000          9.9999618046070327E-001          2.9871241120486769E-001          0.0000000000000000E+000          0.0000000000000000E+000         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -1.4766580802995758E+001         -9.8999999999999986E+001         -3.0705059557726081E+001         -1.4766580802995758E+001          3.6365612434208221E+000          5.8399896456581901E+003          3.7664120771059784E+000          2.1333423881639710E+000          1.3472958361408642E+000          2.2248248983638842E+001          5.8767150618332593E+000         -4.1370419844103221E+000          9.9114155605548078E+000          6.2046314030885696E-001          8.5000496627254207E-001          1.2966439685554807E+000          7.0000000000000007E-001          2.7997020236474890E-001          3.4416106108120272E-003          9.3604466091399760E-003          3.4416106108120211E-003          9.3604466091399760E-003          1.0500000000000009E+001          4.1995530354712329E+000         -1.4766580802995758E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0752341069529981E-004                                0                                0 
                             230          1.5129273009525909E+003          1.5000000000000000E+001          1.3866487019101825E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              515          0.0000000000000000E+000          9.9999643509658975E-001          3.3219003687665916E-001          0.0000000000000000E+000          0.0000000000000000E+000          9.9999643509658975E-001          3.3219003687665916E-001          0.0000000000000000E+000          0.0000000000000000E+000         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -1.4575159180611379E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.4575159180611379E+001          3.6382187342503451E+000          5.6185182832462324E+003          3.7496217984419067E+000          2.1216322671728887E+000          1.3707160781230285E+000          2.3480972403326106E+001          5.8887508993060926E+000         -4.0892792703306844E+000          9.9700797662267320E+000          6.2046171724796306E-001          8.5000496627254207E-001          1.2966439685554807E+000          7.0000000000000007E-001          2.7997020236474890E-001          3.4416106108120272E-003          9.3604466091399760E-003          3.4416106108120211E-003          9.3604466091399760E-003          1.0500000000000009E+001          4.1995530354712329E+000         -1.4575159180611379E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.4848206729838716E-005                                0                                0 
                             235          1.6405634782267473E+003          1.5000000000000000E+001          1.4215063279709637E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              517          0.0000000000000000E+000          9.9999694436836284E-001          3.6683065861932218E-001          0.0000000000000000E+000          0.0000000000000000E+000          9.9999694436836284E-001          3.6683065861932218E-001          0.0000000000000000E+000          0.0000000000000000E+000         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -1.4382288958617325E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.4382288958617325E+001          3.6399398162669647E+000          5.4135672227227560E+003          3.7334835339804862E+000          2.1101209709089392E+000          1.3937386706509274E+000          2.4759317592947333E+001          5.9010156849509876E+000         -4.0402920406298790E+000          1.0030177001282905E+001          6.2043280899524700E-001          8.5000496627254207E-001          1.2966439685554807E+000          7.0000000000000007E-001          2.7997020236474890E-001          3.4416106108120272E-003          9.3604466091399760E-003          3.4416106108120211E-003          9.3604466091399760E-003          1.0500000000000009E+001          4.1995530354712329E+000         -1.4382288958617325E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -8.3406857834659556E-005                                0                                0 
                             240          1.7796679123579468E+003          1.5000000000000000E+001          1.4590328326890478E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              517          0.0000000000000000E+000          9.9999719900424922E-001          4.0238631031578403E-001          0.0000000000000000E+000          0.0000000000000000E+000          9.9999719900424922E-001          4.0238631031578403E-001          0.0000000000000000E+000          0.0000000000000000E+000         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -1.4186535122826347E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.4186535122826347E+001          3.6416891003739700E+000          5.2222327449434943E+003          3.7178562235941928E+000          2.0988087475017827E+000          1.4163631174652411E+000          2.6083334892852903E+001          5.9136140231268675E+000         -3.9897820579778047E+000          1.0092106866460238E+001          6.2038689851760864E-001          8.5000496627254207E-001          1.2966439685554807E+000          7.0000000000000007E-001          2.7997020236474890E-001          3.4416106108120272E-003          9.3604466091399760E-003          3.4416106108120211E-003          9.3604466091399760E-003          1.0500000000000009E+001          4.1995530354712329E+000         -1.4186535122826347E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.2934754130076626E-005                                0                                0 
                             245          1.9310994129468268E+003          1.5000000000000000E+001          1.4957026679818668E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              523          0.0000000000000000E+000          9.9999745364013581E-001          4.3910569287018703E-001          0.0000000000000000E+000          0.0000000000000000E+000          9.9999745364013581E-001          4.3910569287018703E-001          0.0000000000000000E+000          0.0000000000000000E+000         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -1.3987701034767039E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.3987701034767039E+001          3.6434611630374518E+000          5.0453895649980059E+003          3.7028947046457161E+000          2.0877838627005798E+000          1.4384128870676460E+000          2.7441818467201518E+001          5.9265718658565927E+000         -3.9377710147553144E+000          1.0155893907524639E+001          6.2037517875432968E-001          8.5000496627254207E-001          1.2966439685554807E+000          7.0000000000000007E-001          2.7997020236474890E-001          3.4416106108120272E-003          9.3604466091399760E-003          3.4416106108120211E-003          9.3604466091399760E-003          1.0500000000000009E+001          4.1995530354712329E+000         -1.3987701034767039E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.3403593208134743E-005                                0                                0 
                             250          2.0961103032349324E+003          1.5000000000000000E+001          1.5337362138599082E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              520          0.0000000000000000E+000          9.9999745364013581E-001          4.7657009068423029E-001          0.0000000000000000E+000          0.0000000000000000E+000          9.9999745364013581E-001          4.7657009068423029E-001          0.0000000000000000E+000          0.0000000000000000E+000         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -1.3785000536319997E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.3785000536319997E+001          3.6451573697742319E+000          4.8792828445143341E+003          3.6883559942244579E+000          2.0771220940163913E+000          1.4597364244360240E+000          2.8822817005486307E+001          5.9399549710370234E+000         -3.8841440237682132E+000          1.0221723347936994E+001          6.2039744853973389E-001          8.5000496627254207E-001          1.2966439685554807E+000          7.0000000000000007E-001          2.7997020236474890E-001          3.4416106108120272E-003          9.3604466091399760E-003          3.4416106108120211E-003          9.3604466091399760E-003          1.0500000000000009E+001          4.1995530354712329E+000         -1.3785000536319997E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -5.4500215989808433E-005                                0                                0 
                             255          2.2764544967588108E+003          1.5000000000000000E+001          1.5722127082161712E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              524          0.0000000000000000E+000          9.9999770827602241E-001          5.1527171263246441E-001          0.0000000000000000E+000          0.0000000000000000E+000          9.9999770827602241E-001          5.1527171263246441E-001          0.0000000000000000E+000          0.0000000000000000E+000         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -1.3577072609395421E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.3577072609395421E+001          3.6469257420512471E+000          4.7312481486489505E+003          3.6749757269034973E+000          2.0668952158018801E+000          1.4801901808650462E+000          3.0212744698868978E+001          5.9538696977965788E+000         -3.8286629852470866E+000          1.0289951042695355E+001          6.2038326263427723E-001          8.5000496627254207E-001          1.2966439685554807E+000          7.0000000000000007E-001          2.7997020236474890E-001          3.4416106108120272E-003          9.3604466091399760E-003          3.4416106108120211E-003          9.3604466091399760E-003          1.0500000000000009E+001          4.1995530354712329E+000         -1.3577072609395421E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -4.6358802120864235E-005                                0                                0 
                             260          2.4743743117909075E+003          1.5000000000000000E+001          1.6145182424380353E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              524          0.0000000000000000E+000          9.9999796291190879E-001          5.5500565640405486E-001          0.0000000000000000E+000          0.0000000000000000E+000          9.9999796291190879E-001          5.5500565640405486E-001          0.0000000000000000E+000          0.0000000000000000E+000         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -1.3362232983655952E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.3362232983655952E+001          3.6486970369307534E+000          4.5992198777108260E+003          3.6626841726516313E+000          2.0572068489169357E+000          1.4995669146349351E+000          3.1591257584122403E+001          5.9684494154094594E+000         -3.7710047218436538E+000          1.0361035559269105E+001          6.2033564597368240E-001          8.5000496627254207E-001          1.2966439685554807E+000          7.0000000000000007E-001          2.7997020236474890E-001          3.4416106108120272E-003          9.3604466091399760E-003          3.4416106108120211E-003          9.3604466091399760E-003          1.0500000000000009E+001          4.1995530354712329E+000         -1.3362232983655952E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -3.8757100306150323E-005                                0                                0 
