                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        7184      1.5000000000000000E+001      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31                               32                               33                               34                               35                               36                               37                               38                               39                               40                               41                               42                               43                               44                               45                               46                               47                               48                               49                               50                               51                               52                               53                               54                               55                               56                               57                               58                               59                               60 
                    model_number                         star_age                        star_mass                           log_dt                       log_xmstar                     log_abs_mdot                        num_zones                   mass_conv_core                     conv_mx1_top                     conv_mx1_bot                     conv_mx2_top                     conv_mx2_bot                          mx1_top                          mx1_bot                          mx2_top                          mx2_bot                       epsnuc_M_1                       epsnuc_M_2                       epsnuc_M_3                       epsnuc_M_4                       epsnuc_M_5                       epsnuc_M_6                       epsnuc_M_7                       epsnuc_M_8                     he_core_mass                      c_core_mass                      o_core_mass                     si_core_mass                     fe_core_mass           neutron_rich_core_mass                           log_LH                          log_LHe                           log_LZ                         log_Lnuc                         log_Teff                       luminosity                            log_L                            log_R                            log_g                          gravity                     log_center_T                   log_center_Rho                     log_center_P                        center_mu                        center_ye                      center_abar                        center_h1                       center_he4                       center_c12                       center_o16                      surface_c12                      surface_o16                    total_mass_h1                   total_mass_he4                               pp                              cno                         tri_alfa                v_div_csound_surf                      num_retries                      num_backups 
                             450          8.7397594452291232E+003          1.5000000000000000E+001          1.3341865283087644E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              633          0.0000000000000000E+000          9.9894097321998288E-001          9.9678967612029845E-001          9.9999435106749968E-001          9.9997891158236807E-001          9.9894097321998288E-001          9.9678967612029845E-001          9.9999435106749968E-001          9.9997891158236807E-001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -7.9408724219422293E+000         -9.8999999999999986E+001         -2.3781369657454512E+001         -7.9408724219422293E+000          3.7823537384650812E+000          1.0983283199073490E+004          4.0407321818356676E+000          1.9789174504402978E+000          1.6561457115882110E+000          4.5304955857321595E+001          6.4032544027834772E+000         -2.4239757606878363E+000          1.2139736888169111E+001          6.1998700350522984E-001          8.5000496627254174E-001          1.2966439685554811E+000          6.9999999999999984E-001          2.7997020236474879E-001          3.4416106108120172E-003          9.3604466091399725E-003          3.4416106108120211E-003          9.3604466091399760E-003          1.0500000000000002E+001          4.1995530354712329E+000         -7.9408724219422302E+000         -2.2688914888546186E+001         -9.8999999999999986E+001         -5.5252575350450427E-005                                0                                0 
                             455          8.8502355830178985E+003          1.5000000000000000E+001          1.3532013217767349E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              638          0.0000000000000000E+000          9.9899363921539874E-001          9.9700536381041216E-001          9.9999468851549611E-001          9.9998068968575893E-001          9.9899363921539874E-001          9.9700536381041216E-001          9.9999468851549611E-001          9.9998068968575893E-001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -7.8638254328495867E+000         -9.8999999999999986E+001         -2.3179309666126549E+001         -7.8638254328495858E+000          3.7872490641490830E+000          1.1003815795945899E+004          4.0415433116818562E+000          1.9695323639953881E+000          1.6749158844780303E+000          4.7305962641077571E+001          6.4103806176078715E+000         -2.4044105802968705E+000          1.2166565440414869E+001          6.1998758465051629E-001          8.5000496627254207E-001          1.2966439685554809E+000          6.9999999999999996E-001          2.7997020236474884E-001          3.4416106108120172E-003          9.3604466091399743E-003          3.4416106108120211E-003          9.3604466091399760E-003          1.0500000000000007E+001          4.1995530354712329E+000         -7.8638254328495876E+000         -2.2431127168114809E+001         -9.8999999999999986E+001         -5.3649291914362339E-005                                0                                0 
                             460          8.9625382630806034E+003          1.5000000000000000E+001          1.3570083867867904E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              640          0.0000000000000000E+000          9.9909361507092620E-001          9.9721084905734880E-001          9.9999518665301423E-001          9.9998233204080977E-001          9.9909361507092620E-001          9.9721084905734880E-001          9.9999518665301423E-001          9.9998233204080977E-001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -7.7869623786837048E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.7869623786837048E+000          3.7921584079349620E+000          1.1022172395738562E+004          4.0422671994614019E+000          1.9600756203134040E+000          1.6938293718419983E+000          4.9411651745663065E+001          6.4175072644307409E+000         -2.3847634794790551E+000          1.2193468832390286E+001          6.1999181658029556E-001          8.5000496627254174E-001          1.2966439685554811E+000          6.9999999999999984E-001          2.7997020236474879E-001          3.4416106108120154E-003          9.3604466091399725E-003          3.4416106108120211E-003          9.3604466091399760E-003          1.0500000000000002E+001          4.1995530354712329E+000         -7.7869623786837066E+000         -2.2174385345737615E+001         -9.8999999999999986E+001         -5.2327639432962189E-005                                0                                0 
                             465          9.0783570638639485E+003          1.5000000000000000E+001          1.3694022410630287E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              642          0.0000000000000000E+000          9.9914104355245859E-001          9.9740557657420392E-001          9.9999560444577118E-001          9.9998384661612305E-001          9.9914104355245859E-001          9.9740557657420392E-001          9.9999560444577118E-001          9.9998384661612305E-001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -7.7092121632513981E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.7092121632513981E+000          3.7971266572623237E+000          1.1036590957920531E+004          4.0428349468717180E+000          1.9504229953638383E+000          1.7131346217411294E+000          5.1657647180562996E+001          6.4247329733215093E+000         -2.3647491460643129E+000          1.2220838824297092E+001          6.1999967694282543E-001          8.5000496627254174E-001          1.2966439685554811E+000          6.9999999999999984E-001          2.7997020236474879E-001          3.4416106108120154E-003          9.3604466091399725E-003          3.4416106108120211E-003          9.3604466091399760E-003          1.0500000000000007E+001          4.1995530354712329E+000         -7.7092121632514008E+000         -2.1915155819314556E+001         -9.8999999999999986E+001         -5.0767956190332551E-005                                0                                0 
                             470          9.1973424460688748E+003          1.5000000000000000E+001          1.3753964960941680E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              637          0.0000000000000000E+000          9.9923106389618999E-001          9.9759049370255271E-001          9.9999600539852995E-001          9.9998526360564688E-001          9.9923106389618999E-001          9.9759049370255271E-001          9.9999600539852995E-001          9.9998526360564688E-001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -7.6309135134376040E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.6309135134376040E+000          3.8021426018180864E+000          1.1048097091694566E+004          4.0432874822072424E+000          1.9406173739200738E+000          1.7327458646286586E+000          5.4043798321318071E+001          6.4320264957718436E+000         -2.3444441105461058E+000          1.2248557361884972E+001          6.2000638991594315E-001          8.5000496627254207E-001          1.2966439685554811E+000          6.9999999999999984E-001          2.7997020236474879E-001          3.4416106108120146E-003          9.3604466091399725E-003          3.4416106108120211E-003          9.3604466091399760E-003          1.0500000000000002E+001          4.1995530354712329E+000         -7.6309135134376085E+000         -2.1654609531208177E+001         -9.8999999999999986E+001         -4.9232226400547146E-005                                0                                0 
                             475          9.3184282380285167E+003          1.5000000000000000E+001          1.3907356956160282E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              643          0.0000000000000000E+000          9.9927376320480543E-001          9.9776110055155376E-001          9.9999635950155963E-001          9.9998654074783278E-001          9.9927376320480543E-001          9.9776110055155376E-001          9.9999635950155963E-001          9.9998654074783278E-001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -7.5528482549544327E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.5528482549544327E+000          3.8071496309953430E+000          1.1055397633814937E+004          4.0435743676353111E+000          1.9307467582795959E+000          1.7524870959096148E+000          5.6557095216204658E+001          6.4393147164690712E+000         -2.3240431625411198E+000          1.2276360376365586E+001          6.2000477313995372E-001          8.5000496627254174E-001          1.2966439685554811E+000          6.9999999999999973E-001          2.7997020236474873E-001          3.4416106108120133E-003          9.3604466091399708E-003          3.4416106108120211E-003          9.3604466091399760E-003          1.0500000000000002E+001          4.1995530354712329E+000         -7.5528482549544389E+000         -2.1395370404005167E+001         -9.8999999999999986E+001         -4.7536164400598278E-005                                0                                0 
                             480          9.4434527205053673E+003          1.5000000000000000E+001          1.4025073695331347E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              644          0.0000000000000000E+000          9.9933489321498159E-001          9.9792474081470872E-001          9.9999669371116073E-001          9.9998773117417572E-001          9.9933489321498159E-001          9.9792474081470872E-001          9.9999669371116073E-001          9.9998773117417572E-001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -7.4739120087534232E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.4739120087534232E+000          3.8122245231386414E+000          1.1059649756657747E+004          4.0437413736992962E+000          1.9206804770249919E+000          1.7726196584188225E+000          5.9240628635928161E+001          6.4467011747491947E+000         -2.3032516755963930E+000          1.2304644081150505E+001          6.1999183893203724E-001          8.5000496627254163E-001          1.2966439685554811E+000          6.9999999999999962E-001          2.7997020236474868E-001          3.4416106108120115E-003          9.3604466091399691E-003          3.4416106108120206E-003          9.3604466091399760E-003          1.0500000000000002E+001          4.1995530354712320E+000         -7.4739120087534330E+000         -2.1133808890343204E+001         -9.8999999999999986E+001         -4.6065858176538994E-005                                0                                0 
                             485          9.5732299673326725E+003          1.5000000000000000E+001          1.4209433914913425E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              644          0.0000000000000000E+000          9.9939322632152705E-001          9.9807963316583170E-001          9.9999696426179030E-001          9.9998883346592238E-001          9.9939322632152705E-001          9.9807963316583170E-001          9.9999696426179030E-001          9.9998883346592238E-001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -7.3937370055602276E+000         -9.8999999999999986E+001         -2.2878279670462568E+001         -7.3937370055602276E+000          3.8173895389382233E+000          1.1060266347151570E+004          4.0437655855315544E+000          1.9103625513419575E+000          1.7932555097848912E+000          6.2123441945867576E+001          6.4542207342014448E+000         -2.2819552789788822E+000          1.2333558306206976E+001          6.1997222900390625E-001          8.5000496627254163E-001          1.2966439685554814E+000          6.9999999999999951E-001          2.7997020236474862E-001          3.4416106108120107E-003          9.3604466091399673E-003          3.4416106108120206E-003          9.3604466091399760E-003          1.0500000000000002E+001          4.1995530354712329E+000         -7.3937370055602427E+000         -2.0868733731409343E+001         -9.8999999999999986E+001         -4.4463579567330174E-005                                0                                0 
                             490          9.7084876738626353E+003          1.5000000000000000E+001          1.4395094118148597E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              644          0.0000000000000000E+000          9.9943032866262627E-001          9.9822722419646781E-001          9.9999721292964838E-001          9.9998985553772357E-001          9.9943032866262627E-001          9.9822722419646781E-001          9.9999721292964838E-001          9.9998985553772357E-001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -7.3120416400106416E+000         -9.8999999999999986E+001         -2.2577249674798587E+001         -7.3120416400106416E+000          3.8226461840968375E+000          1.1056333745939259E+004          4.0436111398195695E+000          1.8997720381687357E+000          1.8144365361313350E+000          6.5228371518920909E+001          6.4619018981311731E+000         -2.2600644278642239E+000          1.2363219379015991E+001          6.1995273083448399E-001          8.5000496627254163E-001          1.2966439685554814E+000          6.9999999999999940E-001          2.7997020236474857E-001          3.4416106108120089E-003          9.3604466091399656E-003          3.4416106108120167E-003          9.3604466091399760E-003          1.0500000000000002E+001          4.1995530354712320E+000         -7.3120416400106638E+000         -2.0599261878803752E+001         -9.8999999999999986E+001         -4.2671222827130417E-005                                0                                0 
                             495          9.8470292566187873E+003          1.5000000000000000E+001          1.4507309301013149E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              646          0.0000000000000000E+000          9.9948358935683612E-001          9.9836507410595010E-001          9.9999747751224921E-001          9.9999079427482818E-001          9.9948358935683612E-001          9.9836507410595010E-001          9.9999747751224921E-001          9.9999079427482818E-001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -7.2302811560559785E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.2302811560559785E+000          3.8279158008014540E+000          1.1048404123787392E+004          4.0432995512983974E+000          1.8890770104989179E+000          1.8358265914709706E+000          6.8521457393910381E+001          6.4696083383882836E+000         -2.2379555721017987E+000          1.2393113794485703E+001          6.1993994563817978E-001          8.5000496627254174E-001          1.2966439685554814E+000          6.9999999999999940E-001          2.7997020236474857E-001          3.4416106108120089E-003          9.3604466091399656E-003          3.4416106108120280E-003          9.3604466091399760E-003          1.0500000000000002E+001          4.1995530354712329E+000         -7.2302811560560132E+000         -2.0330211534297678E+001         -9.8999999999999986E+001         -4.1117213475428828E-005                                0                                0 
                             500          9.9927923583325719E+003          1.5000000000000000E+001          1.4696163880252577E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              647          0.0000000000000000E+000          9.9953410711913260E-001          9.9849580521933712E-001          9.9999766848916394E-001          9.9999167304320713E-001          9.9953410711913260E-001          9.9849580521933712E-001          9.9999766848916394E-001          9.9999167304320713E-001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -7.1463055989960820E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.1463055989960820E+000          3.8333231060724287E+000          1.1035727579948629E+004          4.0428009712575532E+000          1.8780131099365460E+000          1.8579543925957145E+000          7.2103175610809657E+001          6.4775444238979869E+000         -2.2150300369417160E+000          1.2424042813459609E+001          6.1993712186813399E-001          8.5000496627254207E-001          1.2966439685554814E+000          6.9999999999999929E-001          2.7997020236474851E-001          3.4416106108120072E-003          9.3604466091399639E-003          3.4416106108120276E-003          9.3604466091399760E-003          1.0500000000000002E+001          4.1995530354712320E+000         -7.1463055989961353E+000         -2.0054531102058174E+001         -9.8999999999999986E+001         -3.9277266571912585E-005                                0                                0 
                             505          1.0145866255259160E+004          1.5000000000000000E+001          1.4946131445663988E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              644          0.0000000000000000E+000          9.9956633024984987E-001          9.9862012600871430E-001          9.9999795495453636E-001          9.9999247665548985E-001          9.9956633024984987E-001          9.9862012600871430E-001          9.9999795495453636E-001          9.9999247665548985E-001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -7.0603084118707455E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.0603084118707455E+000          3.8388574296613016E+000          1.1018153719533002E+004          4.0421088271296277E+000          1.8665983906948362E+000          1.8807838310791338E+000          7.5994792073299919E+001          6.4856937913042350E+000         -2.1913160460421919E+000          1.2455961289333784E+001          6.1994457989931173E-001          8.5000496627254130E-001          1.2966439685554823E+000          6.9999999999999873E-001          2.7997020236474851E-001          3.4416106108120072E-003          9.3604466091399639E-003          3.4416106108120276E-003          9.3604466091399760E-003          1.0500000000000002E+001          4.1995530354712320E+000         -7.0603084118708299E+000         -1.9772899596675483E+001         -9.8999999999999986E+001         -3.7452496384257408E-005                                0                                0 
                             510          1.0305583083246707E+004          1.5000000000000000E+001          1.5108219710279029E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              651          0.0000000000000000E+000          9.9961258002962949E-001          9.9873765294453909E-001          9.9999814195276548E-001          9.9999322761630405E-001          9.9961258002962949E-001          9.9873765294453909E-001          9.9999814195276548E-001          9.9999322761630405E-001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -6.9728968517226075E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.9728968517226075E+000          3.8444768419099482E+000          1.0995778068389238E+004          4.0412259657434042E+000          1.8549181355044324E+000          1.9041443414599413E+000          8.0194455218392363E+001          6.4940016829490084E+000         -2.1669575587784053E+000          1.2488669752973646E+001          6.1995568871498163E-001          8.5000496627254163E-001          1.2966439685554827E+000          6.9999999999999829E-001          2.7997020236474857E-001          3.4416106108120081E-003          9.3604466091399656E-003          3.4416106108120298E-003          9.3604466091399760E-003          1.0500000000000000E+001          4.1995530354712320E+000         -6.9728968517227408E+000         -1.9487338483080553E+001         -9.8999999999999986E+001         -3.5593768702888726E-005                                0                                0 
                             515          1.0473802058660996E+004          1.5000000000000000E+001          1.5356341554817863E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              653          0.0000000000000000E+000          9.9964207822190765E-001          9.9884842859991962E-001          9.9999828518545175E-001          9.9999391111581559E-001          9.9964207822190765E-001          9.9884842859991962E-001          9.9999828518545175E-001          9.9999391111581559E-001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -6.8832972555064327E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.8832972555064327E+000          3.8502233123756837E+000          1.0968004487227821E+004          4.0401276194599642E+000          1.8428760214312412E+000          1.9282285696063242E+000          8.4767342810746896E+001          6.5025428020647968E+000         -2.1417183497237491E+000          1.2522479496391684E+001          6.1996255815029222E-001          8.5000496627254107E-001          1.2966439685554836E+000          6.9999999999999774E-001          2.7997020236474857E-001          3.4416106108120081E-003          9.3604466091399656E-003          3.4416106108120293E-003          9.3604466091399760E-003          1.0500000000000000E+001          4.1995530354712320E+000         -6.8832972555066441E+000         -1.9195343542228688E+001         -9.8999999999999986E+001         -3.3679857946429416E-005                                0                                0 
                             520          1.0650963511250966E+004          1.5000000000000000E+001          1.5573577295896941E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              652          0.0000000000000000E+000          9.9967055079420086E-001          9.9895275759536695E-001          9.9999851197053824E-001          9.9999455165665108E-001          9.9967055079420086E-001          9.9895275759536695E-001          9.9999851197053824E-001          9.9999455165665108E-001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -6.7915705563891260E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.7915705563891269E+000          3.8560902398687449E+000          1.0934877427074560E+004          4.0388139192398187E+000          1.8304853163350467E+000          1.9530099797987128E+000          8.9744941705527211E+001          6.5113141729112041E+000         -2.1155835961783764E+000          1.2557401787614783E+001          6.1996005475521199E-001          8.5000496627254107E-001          1.2966439685554840E+000          6.9999999999999718E-001          2.7997020236474857E-001          3.4416106108120081E-003          9.3604466091399656E-003          3.4416106108120298E-003          9.3604466091399760E-003          1.0500000000000000E+001          4.1995530354712320E+000         -6.7915705563894671E+000         -1.8897161128969380E+001         -9.8999999999999986E+001         -3.1723992642520550E-005                                0                                0 
                             525          1.0837563692375539E+004          1.5000000000000000E+001          1.5818119787249727E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              654          0.0000000000000000E+000          9.9969803276099611E-001          9.9905027733243590E-001          9.9999867907533868E-001          9.9999513011461405E-001          9.9969803276099611E-001          9.9905027733243590E-001          9.9999867907533868E-001          9.9999513011461405E-001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -6.6977599801707148E+000         -9.8999999999999986E+001         -2.2276219679134606E+001         -6.6977599801707148E+000          3.8620702114698600E+000          1.0896425531168530E+004          4.0372840551257738E+000          1.8177604410757937E+000          1.9784597303172187E+000          9.5161160643402852E+001          6.5203154053584704E+000         -2.0885339694352845E+000          1.2593451005715007E+001          6.1994961649179614E-001          8.5000496627254063E-001          1.2966439685554849E+000          6.9999999999999629E-001          2.7997020236474857E-001          3.4416106108120081E-003          9.3604466091399656E-003          3.4416106108120306E-003          9.3604466091399777E-003          1.0500000000000000E+001          4.1995530354712320E+000         -6.6977599801712682E+000         -1.8592966398549503E+001         -9.8999999999999986E+001         -2.9768541025815518E-005                                0                                0 
                             530          1.1034658873816812E+004          1.5000000000000000E+001          1.6057680659343858E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              653          0.0000000000000000E+000          9.9973747216853193E-001          9.9914179596567421E-001          9.9999878252116758E-001          9.9999566309839738E-001          9.9973747216853193E-001          9.9914179596567421E-001          9.9999878252116758E-001          9.9999566309839738E-001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -6.6016498604213032E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -6.6016498604213032E+000          3.8681777855632764E+000          1.0853083565934523E+004          4.0355531469780397E+000          1.8046798388150933E+000          2.0046209348386195E+000          1.0106969027920383E+002          6.5295698963018491E+000         -2.0604741955029775E+000          1.2630743683156243E+001          6.1993638426065656E-001          8.5000496627254041E-001          1.2966439685554862E+000          6.9999999999999518E-001          2.7997020236474857E-001          3.4416106108120081E-003          9.3604466091399656E-003          3.4416106108120302E-003          9.3604466091399760E-003          1.0500000000000000E+001          4.1995530354712320E+000         -6.6016498604222091E+000         -1.8282082964481319E+001         -9.8999999999999986E+001         -2.7763524433908753E-005                                0                                0 
                             535          1.1242294765111941E+004          1.5000000000000000E+001          1.6272159045078649E+000          3.4474769709615863E+001         -9.8999999999999986E+001                              656          0.0000000000000000E+000          9.9976262355323375E-001          9.9922586249677148E-001          9.9999893371122517E-001          9.9999614445208818E-001          9.9976262355323375E-001          9.9922586249677148E-001          9.9999893371122517E-001          9.9999614445208818E-001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001         -2.0000000000000000E+001          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000         -6.5035433216648499E+000         -9.8999999999999986E+001         -2.1674159687806643E+001         -6.5035433216648499E+000          3.8743833420040574E+000          1.0805070250414949E+004          4.0336275948442832E+000          1.7913059498666530E+000          2.0313687127355000E+000          1.0749016084109368E+002          6.5390519841096113E+000         -2.0314622679958094E+000          1.2669195679177838E+001          6.1992574483156504E-001          8.5000496627254007E-001          1.2966439685554876E+000          6.9999999999999374E-001          2.7997020236474857E-001          3.4416106108120081E-003          9.3604466091399656E-003          3.4416106108120306E-003          9.3604466091399743E-003          1.0500000000000000E+001          4.1995530354712320E+000         -6.5035433216663492E+000         -1.7965520939263076E+001         -9.8999999999999986E+001         -2.5727461418311677E-005                                0                                0 
